case_id,case_name,branch_count,architecture_summary,dTdt_initial_C_per_min,T_end_30min_C,time_to_0C_min,E_total_to_0C_kWh,SOC_delta_to_0C_pct,P_battery_kW,P_motor_kW,P_inverter_kW,P_heat_loss_kW,P_net_kW,heating_efficiency_pct,I_motor_rms_A,I_motor_peak_A,I_branch_rms_max_A,I_branch_peak_max_A,I_bus_rms_A,branch_heat_spread_pct,current_scale,current_amplitude_scale,R_heat_factor,motor_rms_limit_A,effective_current_scale,limiting_factor,safety_status,frequency_margin,plating_reference_margin,spec_charge_30s_A,spec_discharge_30s_A,spec_charge_60s_A,spec_discharge_60s_A,plating_charge_reference_A,E_battery_heat_30min_kWh,E_motor_loss_30min_kWh,E_inverter_loss_30min_kWh,E_heat_loss_30min_kWh,E_net_heat_30min_kWh,E_total_electric_30min_kWh,SOC_delta_equiv_pct,SOC_end_pct,initial_judgement,note
三包并联单电机,三包并联整体输出，单电机脉冲,3,"参数表约束下的实车可行边界: 三个电池包非独立输出、并联输出、不可独立接入电驱, 因此所有电池包作为一个并联系统共同参与; 仅一台电机/逆变器施加堵转脉冲, 作为低复杂度基准方案",0.366366828412045,-10.3081786151127,Inf,NaN,NaN,25.0961277462251,0.625214941360864,2.04712095429121,0,25.0961277462251,90.3763638848857,366.025450333189,632.151726412893,122.008483444396,210.717242137631,366.025450333189,0,1,1,1,550,1,none,电气硬限制满足; 析锂参考边界未触发; 30s/60s规格窗口仅作低频参考,3.2,3.35288712792738,3.6,97.2348830142814,6.98875721665147,97.2348830142814,706.51112879562,11.3672769282149,0.313042893284184,1.02468898063034,0.302447513801903,11.064829414413,12.7050088021294,1.83698102920692,48.1630189707931,"简化模型下温升偏弱, 暂不建议优先深入","温升偏弱; 未触发电机/MCU限流; 支路峰值高于30s窗口参考, 高频边界需试验确认; 三支路同步分流, 需核对支路均衡和母线压力; 电气硬限制满足; 析锂参考边界未触发; 30s/60s规格窗口仅作低频参考"
三包并联双电机,三包并联整体输出，双电机脉冲,3,"参数表约束下的实车主方案: 三个电池包作为不可拆分的并联高压源共同给双电机/逆变器脉冲回路供能, 两台电机同步施加堵转脉冲; 只评估电机侧激励强度、频率、占空比和支路分流, 不假设单包独立接入",1.42972173829117,9.01348275111746,17.6844618395276,24.7722393864737,3.58193614759161,97.935939072945,1.21992948521357,4.01477088752861,0,97.935939072945,94.9261724063483,361.533858108195,619.314267740274,241.02257207213,412.876178493516,723.067716216389,0,1,1,1,550,1,none,电气硬限制满足; 析锂参考边界未触发; 30s/60s规格窗口仅作低频参考,3.2,1.71119373215841,3.6,97.2348830142814,6.98875721665147,97.2348830142814,706.51112879562,34.1144314484357,0.619914666247188,2.03329397464714,0.990705307576566,33.1237261408591,36.76764008933,5.31668886317759,44.6833111368224,"建议进入参数补充和更细模型","温升有初步意义; 未触发电机/MCU限流; 支路峰值高于30s窗口参考, 高频边界需试验确认; 三支路同步分流, 需核对支路均衡和母线压力; 电气硬限制满足; 析锂参考边界未触发; 30s/60s规格窗口仅作低频参考"
