I_branch_rms_A,I_branch_peak_A,I_motor_rms_A,I_motor_peak_A,SOC_end,E_ocv_end_V,T_end_C,P_bat_ohmic_end_W,P_motor_cu_end_W,dTdt_end_C_per_min,motor_rms_margin_ref,motor_peak_margin_ref
1418.7896882850239,2002.1388846730154,1418.7896882850239,2002.1388846730154,0.49999268268734504,637.439625353592,-19.99588633462278,1591398.3650673232,80171.20227039412,76.75553386897505,0.3876543539478483,0.3885844313577982
